name,pulse_rate,firing_rate,Irr0/Irr0_thres,rho_rel
LIF_simple,0.1,0.0,1.4,1.0
LIF_simple,0.1,0.0,1.2,1.0
LIF_simple,0.1,0.0,1.0,1.0
LIF_simple,0.1,0.0,1.2,1.5
LIF_simple,0.1,0.0,1.2,0.75
LIF_Markov,0.1,0.0,1.4,1.0
LIF_Markov,0.1,0.0,1.2,1.0
LIF_Markov,0.1,0.0,1.0,1.0
LIF_Markov,0.1,0.0,1.2,1.5
LIF_Markov,0.1,0.0,1.2,0.75
AdEx_simple,0.1,0.0,1.4,1.0
AdEx_simple,0.1,0.0,1.2,1.0
AdEx_simple,0.1,0.0,1.0,1.0
AdEx_simple,0.1,0.0,1.2,1.5
AdEx_simple,0.1,0.0,1.2,0.75
AdEx_Markov,0.1,0.0,1.4,1.0
AdEx_Markov,0.1,0.0,1.2,1.0
AdEx_Markov,0.1,0.0,1.0,1.0
AdEx_Markov,0.1,0.0,1.2,1.5
AdEx_Markov,0.1,0.0,1.2,0.75
LIF_simple,10.621052631578948,10.0,1.4,1.0
LIF_simple,10.621052631578948,10.0,1.2,1.0
LIF_simple,10.621052631578948,7.5,1.0,1.0
LIF_simple,10.621052631578948,12.5,1.2,1.5
LIF_simple,10.621052631578948,0.0,1.2,0.75
LIF_Markov,10.621052631578948,10.0,1.4,1.0
LIF_Markov,10.621052631578948,10.0,1.2,1.0
LIF_Markov,10.621052631578948,10.0,1.0,1.0
LIF_Markov,10.621052631578948,20.0,1.2,1.5
LIF_Markov,10.621052631578948,0.0,1.2,0.75
AdEx_simple,10.621052631578948,10.0,1.4,1.0
AdEx_simple,10.621052631578948,10.0,1.2,1.0
AdEx_simple,10.621052631578948,5.0,1.0,1.0
AdEx_simple,10.621052631578948,12.5,1.2,1.5
AdEx_simple,10.621052631578948,0.0,1.2,0.75
AdEx_Markov,10.621052631578948,10.0,1.4,1.0
AdEx_Markov,10.621052631578948,10.0,1.2,1.0
AdEx_Markov,10.621052631578948,5.0,1.0,1.0
AdEx_Markov,10.621052631578948,10.0,1.2,1.5
AdEx_Markov,10.621052631578948,0.0,1.2,0.75
LIF_simple,21.142105263157898,22.5,1.4,1.0
LIF_simple,21.142105263157898,22.5,1.2,1.0
LIF_simple,21.142105263157898,20.0,1.0,1.0
LIF_simple,21.142105263157898,30.0,1.2,1.5
LIF_simple,21.142105263157898,7.5,1.2,0.75
LIF_Markov,21.142105263157898,22.5,1.4,1.0
LIF_Markov,21.142105263157898,22.5,1.2,1.0
LIF_Markov,21.142105263157898,22.5,1.0,1.0
LIF_Markov,21.142105263157898,45.0,1.2,1.5
LIF_Markov,21.142105263157898,10.0,1.2,0.75
AdEx_simple,21.142105263157898,15.0,1.4,1.0
AdEx_simple,21.142105263157898,12.5,1.2,1.0
AdEx_simple,21.142105263157898,10.0,1.0,1.0
AdEx_simple,21.142105263157898,25.0,1.2,1.5
AdEx_simple,21.142105263157898,5.0,1.2,0.75
AdEx_Markov,21.142105263157898,20.0,1.4,1.0
AdEx_Markov,21.142105263157898,15.0,1.2,1.0
AdEx_Markov,21.142105263157898,10.0,1.0,1.0
AdEx_Markov,21.142105263157898,22.5,1.2,1.5
AdEx_Markov,21.142105263157898,7.5,1.2,0.75
LIF_simple,31.663157894736848,32.5,1.4,1.0
LIF_simple,31.663157894736848,32.5,1.2,1.0
LIF_simple,31.663157894736848,30.0,1.0,1.0
LIF_simple,31.663157894736848,50.0,1.2,1.5
LIF_simple,31.663157894736848,15.0,1.2,0.75
LIF_Markov,31.663157894736848,52.5,1.4,1.0
LIF_Markov,31.663157894736848,32.5,1.2,1.0
LIF_Markov,31.663157894736848,32.5,1.0,1.0
LIF_Markov,31.663157894736848,82.5,1.2,1.5
LIF_Markov,31.663157894736848,30.0,1.2,0.75
AdEx_simple,31.663157894736848,17.5,1.4,1.0
AdEx_simple,31.663157894736848,17.5,1.2,1.0
AdEx_simple,31.663157894736848,12.5,1.0,1.0
AdEx_simple,31.663157894736848,30.0,1.2,1.5
AdEx_simple,31.663157894736848,10.0,1.2,0.75
AdEx_Markov,31.663157894736848,25.0,1.4,1.0
AdEx_Markov,31.663157894736848,20.0,1.2,1.0
AdEx_Markov,31.663157894736848,17.5,1.0,1.0
AdEx_Markov,31.663157894736848,32.5,1.2,1.5
AdEx_Markov,31.663157894736848,12.5,1.2,0.75
LIF_simple,42.184210526315795,42.5,1.4,1.0
LIF_simple,42.184210526315795,42.5,1.2,1.0
LIF_simple,42.184210526315795,35.0,1.0,1.0
LIF_simple,42.184210526315795,65.0,1.2,1.5
LIF_simple,42.184210526315795,20.0,1.2,0.75
LIF_Markov,42.184210526315795,82.5,1.4,1.0
LIF_Markov,42.184210526315795,62.5,1.2,1.0
LIF_Markov,42.184210526315795,40.0,1.0,1.0
LIF_Markov,42.184210526315795,117.5,1.2,1.5
LIF_Markov,42.184210526315795,40.0,1.2,0.75
AdEx_simple,42.184210526315795,22.5,1.4,1.0
AdEx_simple,42.184210526315795,22.5,1.2,1.0
AdEx_simple,42.184210526315795,15.0,1.0,1.0
AdEx_simple,42.184210526315795,35.0,1.2,1.5
AdEx_simple,42.184210526315795,12.5,1.2,0.75
AdEx_Markov,42.184210526315795,30.0,1.4,1.0
AdEx_Markov,42.184210526315795,25.0,1.2,1.0
AdEx_Markov,42.184210526315795,22.5,1.0,1.0
AdEx_Markov,42.184210526315795,42.5,1.2,1.5
AdEx_Markov,42.184210526315795,15.0,1.2,0.75
LIF_simple,52.70526315789474,52.5,1.4,1.0
LIF_simple,52.70526315789474,52.5,1.2,1.0
LIF_simple,52.70526315789474,50.0,1.0,1.0
LIF_simple,52.70526315789474,87.5,1.2,1.5
LIF_simple,52.70526315789474,35.0,1.2,0.75
LIF_Markov,52.70526315789474,105.0,1.4,1.0
LIF_Markov,52.70526315789474,90.0,1.2,1.0
LIF_Markov,52.70526315789474,70.0,1.0,1.0
LIF_Markov,52.70526315789474,157.5,1.2,1.5
LIF_Markov,52.70526315789474,50.0,1.2,0.75
AdEx_simple,52.70526315789474,30.0,1.4,1.0
AdEx_simple,52.70526315789474,27.5,1.2,1.0
AdEx_simple,52.70526315789474,17.5,1.0,1.0
AdEx_simple,52.70526315789474,45.0,1.2,1.5
AdEx_simple,52.70526315789474,17.5,1.2,0.75
AdEx_Markov,52.70526315789474,37.5,1.4,1.0
AdEx_Markov,52.70526315789474,32.5,1.2,1.0
AdEx_Markov,52.70526315789474,27.5,1.0,1.0
AdEx_Markov,52.70526315789474,55.0,1.2,1.5
AdEx_Markov,52.70526315789474,22.5,1.2,0.75
LIF_simple,63.226315789473695,67.5,1.4,1.0
LIF_simple,63.226315789473695,65.0,1.2,1.0
LIF_simple,63.226315789473695,55.0,1.0,1.0
LIF_simple,63.226315789473695,105.0,1.2,1.5
LIF_simple,63.226315789473695,42.5,1.2,0.75
LIF_Markov,63.226315789473695,130.0,1.4,1.0
LIF_Markov,63.226315789473695,112.5,1.2,1.0
LIF_Markov,63.226315789473695,92.5,1.0,1.0
LIF_Markov,63.226315789473695,187.5,1.2,1.5
LIF_Markov,63.226315789473695,70.0,1.2,0.75
AdEx_simple,63.226315789473695,35.0,1.4,1.0
AdEx_simple,63.226315789473695,30.0,1.2,1.0
AdEx_simple,63.226315789473695,22.5,1.0,1.0
AdEx_simple,63.226315789473695,50.0,1.2,1.5
AdEx_simple,63.226315789473695,20.0,1.2,0.75
AdEx_Markov,63.226315789473695,42.5,1.4,1.0
AdEx_Markov,63.226315789473695,37.5,1.2,1.0
AdEx_Markov,63.226315789473695,32.5,1.0,1.0
AdEx_Markov,63.226315789473695,65.0,1.2,1.5
AdEx_Markov,63.226315789473695,25.0,1.2,0.75
LIF_simple,73.74736842105263,90.0,1.4,1.0
LIF_simple,73.74736842105263,75.0,1.2,1.0
LIF_simple,73.74736842105263,67.5,1.0,1.0
LIF_simple,73.74736842105263,125.0,1.2,1.5
LIF_simple,73.74736842105263,52.5,1.2,0.75
LIF_Markov,73.74736842105263,155.0,1.4,1.0
LIF_Markov,73.74736842105263,135.0,1.2,1.0
LIF_Markov,73.74736842105263,112.5,1.0,1.0
LIF_Markov,73.74736842105263,220.0,1.2,1.5
LIF_Markov,73.74736842105263,90.0,1.2,0.75
AdEx_simple,73.74736842105263,42.5,1.4,1.0
AdEx_simple,73.74736842105263,37.5,1.2,1.0
AdEx_simple,73.74736842105263,27.5,1.0,1.0
AdEx_simple,73.74736842105263,60.0,1.2,1.5
AdEx_simple,73.74736842105263,25.0,1.2,0.75
AdEx_Markov,73.74736842105263,50.0,1.4,1.0
AdEx_Markov,73.74736842105263,42.5,1.2,1.0
AdEx_Markov,73.74736842105263,37.5,1.0,1.0
AdEx_Markov,73.74736842105263,72.5,1.2,1.5
AdEx_Markov,73.74736842105263,30.0,1.2,0.75
LIF_simple,84.26842105263158,105.0,1.4,1.0
LIF_simple,84.26842105263158,85.0,1.2,1.0
LIF_simple,84.26842105263158,77.5,1.0,1.0
LIF_simple,84.26842105263158,142.5,1.2,1.5
LIF_simple,84.26842105263158,60.0,1.2,0.75
LIF_Markov,84.26842105263158,177.5,1.4,1.0
LIF_Markov,84.26842105263158,155.0,1.2,1.0
LIF_Markov,84.26842105263158,130.0,1.0,1.0
LIF_Markov,84.26842105263158,250.0,1.2,1.5
LIF_Markov,84.26842105263158,105.0,1.2,0.75
AdEx_simple,84.26842105263158,47.5,1.4,1.0
AdEx_simple,84.26842105263158,42.5,1.2,1.0
AdEx_simple,84.26842105263158,32.5,1.0,1.0
AdEx_simple,84.26842105263158,67.5,1.2,1.5
AdEx_simple,84.26842105263158,27.5,1.2,0.75
AdEx_Markov,84.26842105263158,55.0,1.4,1.0
AdEx_Markov,84.26842105263158,50.0,1.2,1.0
AdEx_Markov,84.26842105263158,42.5,1.0,1.0
AdEx_Markov,84.26842105263158,80.0,1.2,1.5
AdEx_Markov,84.26842105263158,35.0,1.2,0.75
LIF_simple,94.78947368421053,125.0,1.4,1.0
LIF_simple,94.78947368421053,95.0,1.2,1.0
LIF_simple,94.78947368421053,90.0,1.0,1.0
LIF_simple,94.78947368421053,165.0,1.2,1.5
LIF_simple,94.78947368421053,70.0,1.2,0.75
LIF_Markov,94.78947368421053,205.0,1.4,1.0
LIF_Markov,94.78947368421053,177.5,1.2,1.0
LIF_Markov,94.78947368421053,152.5,1.0,1.0
LIF_Markov,94.78947368421053,285.0,1.2,1.5
LIF_Markov,94.78947368421053,125.0,1.2,0.75
AdEx_simple,94.78947368421053,55.0,1.4,1.0
AdEx_simple,94.78947368421053,47.5,1.2,1.0
AdEx_simple,94.78947368421053,37.5,1.0,1.0
AdEx_simple,94.78947368421053,75.0,1.2,1.5
AdEx_simple,94.78947368421053,32.5,1.2,0.75
AdEx_Markov,94.78947368421053,62.5,1.4,1.0
AdEx_Markov,94.78947368421053,55.0,1.2,1.0
AdEx_Markov,94.78947368421053,47.5,1.0,1.0
AdEx_Markov,94.78947368421053,90.0,1.2,1.5
AdEx_Markov,94.78947368421053,40.0,1.2,0.75
LIF_simple,105.31052631578947,140.0,1.4,1.0
LIF_simple,105.31052631578947,112.5,1.2,1.0
LIF_simple,105.31052631578947,97.5,1.0,1.0
LIF_simple,105.31052631578947,185.0,1.2,1.5
LIF_simple,105.31052631578947,82.5,1.2,0.75
LIF_Markov,105.31052631578947,227.5,1.4,1.0
LIF_Markov,105.31052631578947,200.0,1.2,1.0
LIF_Markov,105.31052631578947,170.0,1.0,1.0
LIF_Markov,105.31052631578947,315.0,1.2,1.5
LIF_Markov,105.31052631578947,140.0,1.2,0.75
AdEx_simple,105.31052631578947,62.5,1.4,1.0
AdEx_simple,105.31052631578947,52.5,1.2,1.0
AdEx_simple,105.31052631578947,42.5,1.0,1.0
AdEx_simple,105.31052631578947,85.0,1.2,1.5
AdEx_simple,105.31052631578947,37.5,1.2,0.75
AdEx_Markov,105.31052631578947,70.0,1.4,1.0
AdEx_Markov,105.31052631578947,62.5,1.2,1.0
AdEx_Markov,105.31052631578947,52.5,1.0,1.0
AdEx_Markov,105.31052631578947,97.5,1.2,1.5
AdEx_Markov,105.31052631578947,42.5,1.2,0.75
LIF_simple,115.83157894736843,155.0,1.4,1.0
LIF_simple,115.83157894736843,127.5,1.2,1.0
LIF_simple,115.83157894736843,110.0,1.0,1.0
LIF_simple,115.83157894736843,207.5,1.2,1.5
LIF_simple,115.83157894736843,92.5,1.2,0.75
LIF_Markov,115.83157894736843,247.5,1.4,1.0
LIF_Markov,115.83157894736843,217.5,1.2,1.0
LIF_Markov,115.83157894736843,187.5,1.0,1.0
LIF_Markov,115.83157894736843,345.0,1.2,1.5
LIF_Markov,115.83157894736843,155.0,1.2,0.75
AdEx_simple,115.83157894736843,67.5,1.4,1.0
AdEx_simple,115.83157894736843,57.5,1.2,1.0
AdEx_simple,115.83157894736843,47.5,1.0,1.0
AdEx_simple,115.83157894736843,90.0,1.2,1.5
AdEx_simple,115.83157894736843,40.0,1.2,0.75
AdEx_Markov,115.83157894736843,75.0,1.4,1.0
AdEx_Markov,115.83157894736843,67.5,1.2,1.0
AdEx_Markov,115.83157894736843,57.5,1.0,1.0
AdEx_Markov,115.83157894736843,105.0,1.2,1.5
AdEx_Markov,115.83157894736843,47.5,1.2,0.75
LIF_simple,126.35263157894738,172.5,1.4,1.0
LIF_simple,126.35263157894738,142.5,1.2,1.0
LIF_simple,126.35263157894738,117.5,1.0,1.0
LIF_simple,126.35263157894738,227.5,1.2,1.5
LIF_simple,126.35263157894738,102.5,1.2,0.75
LIF_Markov,126.35263157894738,267.5,1.4,1.0
LIF_Markov,126.35263157894738,237.5,1.2,1.0
LIF_Markov,126.35263157894738,205.0,1.0,1.0
LIF_Markov,126.35263157894738,372.5,1.2,1.5
LIF_Markov,126.35263157894738,170.0,1.2,0.75
AdEx_simple,126.35263157894738,75.0,1.4,1.0
AdEx_simple,126.35263157894738,65.0,1.2,1.0
AdEx_simple,126.35263157894738,50.0,1.0,1.0
AdEx_simple,126.35263157894738,100.0,1.2,1.5
AdEx_simple,126.35263157894738,45.0,1.2,0.75
AdEx_Markov,126.35263157894738,80.0,1.4,1.0
AdEx_Markov,126.35263157894738,72.5,1.2,1.0
AdEx_Markov,126.35263157894738,62.5,1.0,1.0
AdEx_Markov,126.35263157894738,112.5,1.2,1.5
AdEx_Markov,126.35263157894738,52.5,1.2,0.75
LIF_simple,136.87368421052633,187.5,1.4,1.0
LIF_simple,136.87368421052633,157.5,1.2,1.0
LIF_simple,136.87368421052633,130.0,1.0,1.0
LIF_simple,136.87368421052633,247.5,1.2,1.5
LIF_simple,136.87368421052633,112.5,1.2,0.75
LIF_Markov,136.87368421052633,287.5,1.4,1.0
LIF_Markov,136.87368421052633,257.5,1.2,1.0
LIF_Markov,136.87368421052633,222.5,1.0,1.0
LIF_Markov,136.87368421052633,400.0,1.2,1.5
LIF_Markov,136.87368421052633,182.5,1.2,0.75
AdEx_simple,136.87368421052633,82.5,1.4,1.0
AdEx_simple,136.87368421052633,72.5,1.2,1.0
AdEx_simple,136.87368421052633,55.0,1.0,1.0
AdEx_simple,136.87368421052633,110.0,1.2,1.5
AdEx_simple,136.87368421052633,50.0,1.2,0.75
AdEx_Markov,136.87368421052633,85.0,1.4,1.0
AdEx_Markov,136.87368421052633,77.5,1.2,1.0
AdEx_Markov,136.87368421052633,67.5,1.0,1.0
AdEx_Markov,136.87368421052633,120.0,1.2,1.5
AdEx_Markov,136.87368421052633,55.0,1.2,0.75
LIF_simple,147.39473684210526,205.0,1.4,1.0
LIF_simple,147.39473684210526,172.5,1.2,1.0
LIF_simple,147.39473684210526,142.5,1.0,1.0
LIF_simple,147.39473684210526,270.0,1.2,1.5
LIF_simple,147.39473684210526,122.5,1.2,0.75
LIF_Markov,147.39473684210526,310.0,1.4,1.0
LIF_Markov,147.39473684210526,275.0,1.2,1.0
LIF_Markov,147.39473684210526,240.0,1.0,1.0
LIF_Markov,147.39473684210526,430.0,1.2,1.5
LIF_Markov,147.39473684210526,197.5,1.2,0.75
AdEx_simple,147.39473684210526,90.0,1.4,1.0
AdEx_simple,147.39473684210526,77.5,1.2,1.0
AdEx_simple,147.39473684210526,62.5,1.0,1.0
AdEx_simple,147.39473684210526,120.0,1.2,1.5
AdEx_simple,147.39473684210526,52.5,1.2,0.75
AdEx_Markov,147.39473684210526,92.5,1.4,1.0
AdEx_Markov,147.39473684210526,82.5,1.2,1.0
AdEx_Markov,147.39473684210526,72.5,1.0,1.0
AdEx_Markov,147.39473684210526,127.5,1.2,1.5
AdEx_Markov,147.39473684210526,60.0,1.2,0.75
LIF_simple,157.9157894736842,220.0,1.4,1.0
LIF_simple,157.9157894736842,185.0,1.2,1.0
LIF_simple,157.9157894736842,152.5,1.0,1.0
LIF_simple,157.9157894736842,287.5,1.2,1.5
LIF_simple,157.9157894736842,132.5,1.2,0.75
LIF_Markov,157.9157894736842,325.0,1.4,1.0
LIF_Markov,157.9157894736842,290.0,1.2,1.0
LIF_Markov,157.9157894736842,252.5,1.0,1.0
LIF_Markov,157.9157894736842,450.0,1.2,1.5
LIF_Markov,157.9157894736842,210.0,1.2,0.75
AdEx_simple,157.9157894736842,97.5,1.4,1.0
AdEx_simple,157.9157894736842,82.5,1.2,1.0
AdEx_simple,157.9157894736842,65.0,1.0,1.0
AdEx_simple,157.9157894736842,125.0,1.2,1.5
AdEx_simple,157.9157894736842,57.5,1.2,0.75
AdEx_Markov,157.9157894736842,95.0,1.4,1.0
AdEx_Markov,157.9157894736842,87.5,1.2,1.0
AdEx_Markov,157.9157894736842,77.5,1.0,1.0
AdEx_Markov,157.9157894736842,132.5,1.2,1.5
AdEx_Markov,157.9157894736842,62.5,1.2,0.75
LIF_simple,168.43684210526317,237.5,1.4,1.0
LIF_simple,168.43684210526317,200.0,1.2,1.0
LIF_simple,168.43684210526317,162.5,1.0,1.0
LIF_simple,168.43684210526317,307.5,1.2,1.5
LIF_simple,168.43684210526317,142.5,1.2,0.75
LIF_Markov,168.43684210526317,342.5,1.4,1.0
LIF_Markov,168.43684210526317,307.5,1.2,1.0
LIF_Markov,168.43684210526317,267.5,1.0,1.0
LIF_Markov,168.43684210526317,467.5,1.2,1.5
LIF_Markov,168.43684210526317,222.5,1.2,0.75
AdEx_simple,168.43684210526317,102.5,1.4,1.0
AdEx_simple,168.43684210526317,87.5,1.2,1.0
AdEx_simple,168.43684210526317,70.0,1.0,1.0
AdEx_simple,168.43684210526317,137.5,1.2,1.5
AdEx_simple,168.43684210526317,62.5,1.2,0.75
AdEx_Markov,168.43684210526317,100.0,1.4,1.0
AdEx_Markov,168.43684210526317,92.5,1.2,1.0
AdEx_Markov,168.43684210526317,80.0,1.0,1.0
AdEx_Markov,168.43684210526317,140.0,1.2,1.5
AdEx_Markov,168.43684210526317,67.5,1.2,0.75
LIF_simple,178.95789473684212,252.5,1.4,1.0
LIF_simple,178.95789473684212,215.0,1.2,1.0
LIF_simple,178.95789473684212,175.0,1.0,1.0
LIF_simple,178.95789473684212,330.0,1.2,1.5
LIF_simple,178.95789473684212,155.0,1.2,0.75
LIF_Markov,178.95789473684212,362.5,1.4,1.0
LIF_Markov,178.95789473684212,325.0,1.2,1.0
LIF_Markov,178.95789473684212,285.0,1.0,1.0
LIF_Markov,178.95789473684212,480.0,1.2,1.5
LIF_Markov,178.95789473684212,235.0,1.2,0.75
AdEx_simple,178.95789473684212,110.0,1.4,1.0
AdEx_simple,178.95789473684212,92.5,1.2,1.0
AdEx_simple,178.95789473684212,77.5,1.0,1.0
AdEx_simple,178.95789473684212,147.5,1.2,1.5
AdEx_simple,178.95789473684212,67.5,1.2,0.75
AdEx_Markov,178.95789473684212,107.5,1.4,1.0
AdEx_Markov,178.95789473684212,95.0,1.2,1.0
AdEx_Markov,178.95789473684212,85.0,1.0,1.0
AdEx_Markov,178.95789473684212,147.5,1.2,1.5
AdEx_Markov,178.95789473684212,70.0,1.2,0.75
LIF_simple,189.47894736842107,270.0,1.4,1.0
LIF_simple,189.47894736842107,227.5,1.2,1.0
LIF_simple,189.47894736842107,185.0,1.0,1.0
LIF_simple,189.47894736842107,350.0,1.2,1.5
LIF_simple,189.47894736842107,165.0,1.2,0.75
LIF_Markov,189.47894736842107,380.0,1.4,1.0
LIF_Markov,189.47894736842107,340.0,1.2,1.0
LIF_Markov,189.47894736842107,300.0,1.0,1.0
LIF_Markov,189.47894736842107,487.5,1.2,1.5
LIF_Markov,189.47894736842107,247.5,1.2,0.75
AdEx_simple,189.47894736842107,120.0,1.4,1.0
AdEx_simple,189.47894736842107,100.0,1.2,1.0
AdEx_simple,189.47894736842107,82.5,1.0,1.0
AdEx_simple,189.47894736842107,155.0,1.2,1.5
AdEx_simple,189.47894736842107,72.5,1.2,0.75
AdEx_Markov,189.47894736842107,110.0,1.4,1.0
AdEx_Markov,189.47894736842107,100.0,1.2,1.0
AdEx_Markov,189.47894736842107,90.0,1.0,1.0
AdEx_Markov,189.47894736842107,152.5,1.2,1.5
AdEx_Markov,189.47894736842107,72.5,1.2,0.75
LIF_simple,200.0,285.0,1.4,1.0
LIF_simple,200.0,242.5,1.2,1.0
LIF_simple,200.0,200.0,1.0,1.0
LIF_simple,200.0,370.0,1.2,1.5
LIF_simple,200.0,175.0,1.2,0.75
LIF_Markov,200.0,395.0,1.4,1.0
LIF_Markov,200.0,355.0,1.2,1.0
LIF_Markov,200.0,312.5,1.0,1.0
LIF_Markov,200.0,492.5,1.2,1.5
LIF_Markov,200.0,260.0,1.2,0.75
AdEx_simple,200.0,127.5,1.4,1.0
AdEx_simple,200.0,107.5,1.2,1.0
AdEx_simple,200.0,87.5,1.0,1.0
AdEx_simple,200.0,165.0,1.2,1.5
AdEx_simple,200.0,77.5,1.2,0.75
AdEx_Markov,200.0,115.0,1.4,1.0
AdEx_Markov,200.0,105.0,1.2,1.0
AdEx_Markov,200.0,92.5,1.0,1.0
AdEx_Markov,200.0,160.0,1.2,1.5
AdEx_Markov,200.0,77.5,1.2,0.75
