6	9.0
1051	9.0
2586	9.0
1082	9.0001
2175	9.0001
189	9.000200000000001
1061	9.000200000000001
3754	9.000200000000001
3838	9.000200000000001
1049	9.000300000000001
3894	9.0005
1033	9.0007
1086	9.0007
1609	9.0007
2165	9.0008
2653	9.0008
2993	9.0008
16	9.0009
3737	9.0009
141	9.001000000000001
561	9.001000000000001
628	9.001100000000001
780	9.001100000000001
2661	9.001100000000001
422	9.0012
1709	9.0015
144	9.0017
153	9.0017
3099	9.0017
409	9.001800000000001
1728	9.001800000000001
3247	9.001900000000001
3415	9.001900000000001
3512	9.001900000000001
611	9.0021
1333	9.0021
155	9.0022
1581	9.0023
3073	9.0023
3684	9.0023
2101	9.0024
1676	9.0027
446	9.0028
1415	9.0028
3693	9.0028
818	9.0029
2407	9.0029
2199	9.003
2618	9.0031
2877	9.0031
3007	9.0031
3141	9.0031
1062	9.0032
2799	9.003400000000001
2609	9.0035
3098	9.0035
3440	9.0035
452	9.0036
2130	9.0036
2222	9.0037
3585	9.0037
480	9.0039
990	9.0039
2892	9.0039
3450	9.004
3785	9.004
3929	9.004100000000001
2027	9.0044
2108	9.0047
3379	9.004800000000001
3969	9.004800000000001
150	9.004900000000001
581	9.004900000000001
1408	9.005
3299	9.0052
3742	9.0052
1680	9.0053
2679	9.0054
511	9.0055
2034	9.0055
1463	9.005600000000001
1750	9.005600000000001
3439	9.005600000000001
287	9.0059
2360	9.0059
3784	9.0059
424	9.006
33	9.0061
950	9.0062
503	9.006300000000001
1511	9.006400000000001
2134	9.006400000000001
3371	9.006400000000001
1553	9.0065
2030	9.0067
3194	9.0067
3451	9.0067
1903	9.0068
360	9.007
2312	9.007
3636	9.007
3852	9.007
2953	9.007100000000001
243	9.0073
86	9.0074
1790	9.0074
3979	9.0074
913	9.0075
3217	9.0075
3474	9.0077
3016	9.0078
2478	9.008000000000001
501	9.0085
651	9.008600000000001
1158	9.008600000000001
3275	9.008600000000001
866	9.008700000000001
929	9.008700000000001
2657	9.0088
2191	9.009
3869	9.009
1116	9.0091
2581	9.0091
3650	9.0093
1752	9.009400000000001
2797	9.0096
2646	9.0097
672	9.0101
700	9.0101
3171	9.0101
783	9.010200000000001
1920	9.010200000000001
725	9.0103
1270	9.0103
690	9.0104
891	9.0104
3928	9.0105
3011	9.0107
3047	9.0107
642	9.0108
3340	9.0108
654	9.010900000000001
2564	9.010900000000001
3744	9.0112
831	9.0113
11	9.0115
1703	9.011700000000001
604	9.011800000000001
2403	9.011800000000001
1201	9.0119
614	9.012
495	9.0121
1023	9.0121
3925	9.0121
122	9.0122
1704	9.0122
19	9.012400000000001
3493	9.012400000000001
1331	9.012500000000001
1595	9.012500000000001
3482	9.012500000000001
3700	9.0126
1953	9.0128
2668	9.0128
1359	9.0129
1537	9.0129
3420	9.0129
1793	9.013
3738	9.013
1829	9.013200000000001
594	9.013300000000001
3629	9.0134
682	9.0135
258	9.0136
2862	9.0136
229	9.0137
3077	9.0137
644	9.0139
1658	9.0139
2088	9.0139
2958	9.0139
1021	9.014000000000001
1696	9.014000000000001
1782	9.014000000000001
188	9.014100000000001
1132	9.014100000000001
2394	9.014100000000001
232	9.0142
415	9.0142
2604	9.0142
1828	9.0143
3544	9.0143
3578	9.0143
3560	9.0145
593	9.0146
1624	9.0146
2459	9.0146
1481	9.014700000000001
1910	9.014700000000001
3	9.014800000000001
540	9.0149
1125	9.0149
659	9.015
3324	9.015
904	9.0152
1188	9.0153
1407	9.0153
938	9.0157
576	9.0158
1796	9.0159
3886	9.0162
2538	9.016300000000001
2402	9.0168
941	9.0169
3518	9.0169
325	9.017100000000001
3549	9.017100000000001
1337	9.0172
3386	9.0173
2659	9.0174
502	9.0175
1795	9.0177
3017	9.0177
1080	9.017800000000001
3174	9.017800000000001
2044	9.017900000000001
3645	9.0181
2653	9.0182
2705	9.0182
1220	9.018500000000001
2291	9.018500000000001
2579	9.018500000000001
580	9.0187
1515	9.0187
3088	9.0187
3281	9.0187
2885	9.0188
3909	9.0188
94	9.019
3440	9.0191
1516	9.019300000000001
3737	9.019300000000001
3850	9.019400000000001
1383	9.0195
2943	9.0195
1841	9.0196
1882	9.0197
1158	9.0198
1784	9.0198
3218	9.0199
187	9.0202
1457	9.0202
2892	9.0202
3661	9.0203
2355	9.0204
203	9.020900000000001
2101	9.0211
1610	9.0212
185	9.0213
895	9.0213
1087	9.0213
2559	9.0213
3922	9.0214
697	9.0215
3168	9.021600000000001
3439	9.021600000000001
3447	9.021700000000001
3894	9.021700000000001
814	9.0219
3694	9.0219
2370	9.0221
798	9.0222
1873	9.0222
2219	9.0222
3720	9.0222
913	9.022400000000001
2250	9.0225
