1.4,,1.2,,1,
X,Y,X,Y,X,Y
0.2440316822846853,0.685016323314187,0.5926483712628183,0.8609141055949578,0.7669567157518813,0.15732297647190308
97.3337795626952,97.07700101317123,90.71006247211064,90.21698750422155,10.702532351628733,0.5091185410334447
105.70058009817045,101.65034335247103,99.77409638554217,94.0867387143983,25.518741633199454,3.323483057525607
114.93892235609103,103.9370145221209,119.47093931280678,97.95648992457504,31.445225345827737,5.258358662614
122.60848951361,104.64060565124396,130.45236501561806,98.30828548913655,39.463409192324846,9.655803219633015
134.28714859437753,104.64060565124396,150.14920794288264,102.00213891703254,46.61005131637661,16.339918946301935
139.86501561802766,104.81650343352472,159.38755020080322,105.69599234492853,50.09621820615796,20.209670156478666
147.36027443105758,106.39958347405157,170.54328424810353,106.04778790949004,57.068551985720646,36.392266126308684
162.0021753681392,109.56574355510526,189.3685854529228,109.91753911966678,59.85748549754574,43.955870764381416
169.84605087014722,110.44523246650907,199.65277777777777,110.09343690194754,70.1416778224007,58.027693346842284
176.8183846497099,110.62113024878983,,,87.74682061579652,74.56208488123383
181.17609326193661,110.97292581335135,,,100.12271307452029,82.12568951930655
191.11166889781344,113.08369920072047,,,113.71876394466754,84.94005403579871
199.30416108879967,114.66677924124733,,,120.16817269076303,86.52313407632556
,,,,130.45236501561806,90.21698750422155
,,,,139.1677822400714,91.97596532702917
,,,,150.67213297634987,96.54930766632894
,,,,156.07569165551092,97.07700101317123
,,,,176.6440763052209,101.29854778790948
,,,,199.82708612226685,105.87189012720928
